Relationship_ID,Relation_ID,Source_Entity,Source_ID,Relationship_Type,Target_Entity,Target_ID
REL_0074,R003,Gene,5925,PARTICIPATES_IN,Pathway,hsa04110
REL_0075,R003,Gene,1029,PARTICIPATES_IN,Pathway,hsa04110
REL_0076,R003,Gene,595,PARTICIPATES_IN,Pathway,hsa04110
REL_0077,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa04110
REL_0078,R004,Protein,P06400,PARTICIPATES_IN,Pathway,hsa04110
REL_0079,R004,Protein,P42771,PARTICIPATES_IN,Pathway,hsa04110
REL_0080,R004,Protein,P24385,PARTICIPATES_IN,Pathway,hsa04110
REL_0081,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa04210
REL_0082,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa04210
REL_0083,R003,Gene,3845,PARTICIPATES_IN,Pathway,hsa04014
REL_0084,R003,Gene,4893,PARTICIPATES_IN,Pathway,hsa04014
REL_0085,R003,Gene,1956,PARTICIPATES_IN,Pathway,hsa04014
REL_0086,R004,Protein,P01116,PARTICIPATES_IN,Pathway,hsa04014
REL_0087,R004,Protein,P01111,PARTICIPATES_IN,Pathway,hsa04014
REL_0088,R004,Protein,P00533,PARTICIPATES_IN,Pathway,hsa04014
REL_0089,R003,Gene,672,PARTICIPATES_IN,Pathway,hsa03440
REL_0090,R003,Gene,675,PARTICIPATES_IN,Pathway,hsa03440
REL_0091,R004,Protein,P38398,PARTICIPATES_IN,Pathway,hsa03440
REL_0092,R004,Protein,P51587,PARTICIPATES_IN,Pathway,hsa03440
REL_0093,R003,Gene,672,PARTICIPATES_IN,Pathway,hsa03460
REL_0094,R003,Gene,675,PARTICIPATES_IN,Pathway,hsa03460
REL_0095,R004,Protein,P38398,PARTICIPATES_IN,Pathway,hsa03460
REL_0096,R004,Protein,P51587,PARTICIPATES_IN,Pathway,hsa03460
REL_0097,R003,Gene,3716,PARTICIPATES_IN,Pathway,hsa04630
REL_0098,R004,Protein,P23458,PARTICIPATES_IN,Pathway,hsa04630
REL_0099,R003,Gene,7422,PARTICIPATES_IN,Pathway,hsa04370
REL_0100,R004,Protein,P15692,PARTICIPATES_IN,Pathway,hsa04370
REL_0101,R003,Gene,5728,PARTICIPATES_IN,Pathway,hsa04150
REL_0102,R004,Protein,P60484,PARTICIPATES_IN,Pathway,hsa04150
REL_0103,R003,Gene,1956,PARTICIPATES_IN,Pathway,hsa04144
REL_0104,R004,Protein,P00533,PARTICIPATES_IN,Pathway,hsa04144
REL_0105,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05200
REL_0106,R003,Gene,5728,PARTICIPATES_IN,Pathway,hsa05200
REL_0107,R003,Gene,3845,PARTICIPATES_IN,Pathway,hsa05200
REL_0108,R003,Gene,1956,PARTICIPATES_IN,Pathway,hsa05200
REL_0109,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05200
REL_0110,R004,Protein,P60484,PARTICIPATES_IN,Pathway,hsa05200
REL_0111,R004,Protein,P01116,PARTICIPATES_IN,Pathway,hsa05200
REL_0112,R004,Protein,P00533,PARTICIPATES_IN,Pathway,hsa05200
REL_0113,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05208
REL_0114,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05208
REL_0115,R003,Gene,3845,PARTICIPATES_IN,Pathway,hsa05212
REL_0116,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05212
REL_0117,R004,Protein,P01116,PARTICIPATES_IN,Pathway,hsa05212
REL_0118,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05212
REL_0119,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05214
REL_0120,R003,Gene,5728,PARTICIPATES_IN,Pathway,hsa05214
REL_0121,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05214
REL_0122,R004,Protein,P60484,PARTICIPATES_IN,Pathway,hsa05214
REL_0123,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05219
REL_0124,R003,Gene,5925,PARTICIPATES_IN,Pathway,hsa05219
REL_0125,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05219
REL_0126,R004,Protein,P06400,PARTICIPATES_IN,Pathway,hsa05219
REL_0127,R003,Gene,1956,PARTICIPATES_IN,Pathway,hsa05223
REL_0128,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05223
REL_0129,R003,Gene,3845,PARTICIPATES_IN,Pathway,hsa05223
REL_0130,R004,Protein,P00533,PARTICIPATES_IN,Pathway,hsa05223
REL_0131,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05223
REL_0132,R004,Protein,P01116,PARTICIPATES_IN,Pathway,hsa05223
REL_0133,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05224
REL_0134,R003,Gene,672,PARTICIPATES_IN,Pathway,hsa05224
REL_0135,R003,Gene,5290,PARTICIPATES_IN,Pathway,hsa05224
REL_0136,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05224
REL_0137,R004,Protein,P38398,PARTICIPATES_IN,Pathway,hsa05224
REL_0138,R004,Protein,P42336,PARTICIPATES_IN,Pathway,hsa05224
REL_0139,R003,Gene,4609,PARTICIPATES_IN,Pathway,hsa05230
REL_0140,R004,Protein,P01106,PARTICIPATES_IN,Pathway,hsa05230
REL_0141,R003,Gene,29126,PARTICIPATES_IN,Pathway,hsa05235
REL_0142,R003,Gene,5133,PARTICIPATES_IN,Pathway,hsa05235
REL_0143,R004,Protein,Q9NZQ7,PARTICIPATES_IN,Pathway,hsa05235
REL_0144,R004,Protein,Q15116,PARTICIPATES_IN,Pathway,hsa05235
REL_0145,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05202
REL_0146,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05202
REL_0147,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa01524
REL_0148,R003,Gene,672,PARTICIPATES_IN,Pathway,hsa01524
REL_0149,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa01524
REL_0150,R004,Protein,P38398,PARTICIPATES_IN,Pathway,hsa01524
REL_0151,R003,Gene,1956,PARTICIPATES_IN,Pathway,hsa01521
REL_0152,R003,Gene,5290,PARTICIPATES_IN,Pathway,hsa01521
REL_0153,R003,Gene,5728,PARTICIPATES_IN,Pathway,hsa01521
REL_0154,R004,Protein,P00533,PARTICIPATES_IN,Pathway,hsa01521
REL_0155,R004,Protein,P42336,PARTICIPATES_IN,Pathway,hsa01521
REL_0156,R004,Protein,P60484,PARTICIPATES_IN,Pathway,hsa01521
REL_0157,R003,Gene,5290,PARTICIPATES_IN,Pathway,hsa01522
REL_0158,R004,Protein,P42336,PARTICIPATES_IN,Pathway,hsa01522
REL_0159,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05166
REL_0160,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05166
REL_0161,R008,Drug,DB00642,TREATS,Disease,DOID: 7474
REL_0162,R008,Drug,DB00515,TREATS,Disease,DOID: 7474
REL_0163,R008,Drug,DB00958,TREATS,Disease,DOID: 7474
REL_0164,R007,Drug,DB09037,TARGETS,Protein,Q15116
REL_0165,R008,Drug,DB09037,TREATS,Disease,DOID: 7474
REL_0166,R007,Drug,DB09035,TARGETS,Protein,Q15116
REL_0167,R008,Drug,DB09035,TREATS,Disease,DOID: 7474
REL_0168,R007,Drug,DB06186,TARGETS,Protein,P16410
REL_0169,R007,Drug,DB00112,TARGETS,Protein,P15692
REL_0170,R008,Drug,DB00112,TREATS,Disease,DOID: 7474
REL_0171,R007,Drug,DB00530,TARGETS,Protein,P00533
REL_0172,R007,Drug,DB00317,TARGETS,Protein,P00533
REL_0173,R008,Drug,DB01254,TREATS,Disease,DOID: 7474
REL_0174,R007,Drug,DB08865,TARGETS,Protein,P08581
REL_0175,R002,Gene,8314,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0176,R002,Gene,4771,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0177,R002,Gene,7157,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0178,R002,Gene,1029,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0179,R002,Gene,26524,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0180,R002,Gene,1654,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0181,R002,Gene,1956,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0182,R005,Protein,Q99426,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0183,R005,Protein,P35240,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0184,R005,Protein,P04637,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0185,R005,Protein,P42771,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0186,R005,Protein,Q9BYW2,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0187,R005,Protein,O00571,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0188,R005,Protein,P00533,ASSOCIATED_WITH,Disease,DOID: 7474
REL_0189,R009,Publication,21642991,SUPPORTS,Gene,8314
REL_0190,R011,Publication,21642991,SUPPORTS,Pathway,hsa04390
REL_0191,R013,Publication,21642991,SUPPORTS,Disease,DOID: 7474
REL_0192,R009,Publication,32944962,SUPPORTS,Gene,8314
REL_0193,R011,Publication,32944962,SUPPORTS,Pathway,hsa04390
REL_0194,R013,Publication,32944962,SUPPORTS,Disease,DOID: 7474
REL_0195,R009,Publication,28922239,SUPPORTS,Gene,8314
REL_0196,R009,Publication,28922239,SUPPORTS,Gene,4771
REL_0197,R009,Publication,28922239,SUPPORTS,Gene,1029
REL_0198,R009,Publication,28922239,SUPPORTS,Gene,7157
REL_0199,R011,Publication,28922239,SUPPORTS,Pathway,hsa04390
REL_0200,R011,Publication,28922239,SUPPORTS,Pathway,hsa04110
REL_0201,R013,Publication,28922239,SUPPORTS,Disease,DOID: 7474
REL_0202,R009,Publication,29343544,SUPPORTS,Gene,8314
REL_0203,R009,Publication,29343544,SUPPORTS,Gene,4771
REL_0204,R009,Publication,29343544,SUPPORTS,Gene,1029
REL_0205,R011,Publication,29343544,SUPPORTS,Pathway,hsa04390
REL_0206,R013,Publication,29343544,SUPPORTS,Disease,DOID: 7474
REL_0207,R009,Publication,22426310,SUPPORTS,Gene,8314
REL_0208,R011,Publication,22426310,SUPPORTS,Pathway,hsa04390
REL_0209,R013,Publication,22426310,SUPPORTS,Disease,DOID: 7474
REL_0210,R013,Publication,21387172,SUPPORTS,Disease,DOID: 7474
REL_0211,R013,Publication,27491020,SUPPORTS,Disease,DOID: 7474
REL_0212,R013,Publication,26383038,SUPPORTS,Disease,DOID: 7474
REL_0213,R012,Publication,30455874,SUPPORTS,Drug,DB00642
REL_0214,R012,Publication,30455874,SUPPORTS,Drug,DB00515
REL_0215,R013,Publication,30455874,SUPPORTS,Disease,DOID: 7474
REL_0216,R009,Publication,26763211,SUPPORTS,Gene,8314
REL_0217,R009,Publication,26763211,SUPPORTS,Gene,4771
REL_0218,R009,Publication,26763211,SUPPORTS,Gene,1029
REL_0219,R011,Publication,26763211,SUPPORTS,Pathway,hsa04390
REL_0220,R013,Publication,26763211,SUPPORTS,Disease,DOID: 7474
REL_0221,R009,Publication,27471125,SUPPORTS,Gene,4771
REL_0222,R011,Publication,27471125,SUPPORTS,Pathway,hsa04390
REL_0223,R013,Publication,27471125,SUPPORTS,Disease,DOID: 7474
REL_0224,R009,Publication,23154820,SUPPORTS,Gene,1029
REL_0225,R011,Publication,23154820,SUPPORTS,Pathway,hsa04110
REL_0226,R013,Publication,23154820,SUPPORTS,Disease,DOID: 7474
REL_0227,R009,Publication,25643173,SUPPORTS,Gene,7157
REL_0228,R011,Publication,25643173,SUPPORTS,Pathway,hsa04115
REL_0229,R013,Publication,25643173,SUPPORTS,Disease,DOID: 7474
REL_0230,R013,Publication,31006535,SUPPORTS,Disease,DOID: 7474
REL_0231,R009,Publication,29438950,SUPPORTS,Gene,672
REL_0232,R011,Publication,29438950,SUPPORTS,Pathway,hsa03440
REL_0233,R013,Publication,29438950,SUPPORTS,Disease,DOID: 7474
REL_0234,R009,Publication,26794146,SUPPORTS,Gene,26524
REL_0235,R011,Publication,26794146,SUPPORTS,Pathway,hsa04390
REL_0236,R013,Publication,26794146,SUPPORTS,Disease,DOID: 7474
REL_0237,R009,Publication,34591234,SUPPORTS,Gene,29126
REL_0238,R013,Publication,34591234,SUPPORTS,Disease,DOID: 7474
REL_0239,R009,Publication,29587950,SUPPORTS,Gene,5133
REL_0240,R012,Publication,29587950,SUPPORTS,Drug,DB09037
REL_0241,R012,Publication,29587950,SUPPORTS,Drug,DB09035
REL_0242,R013,Publication,29587950,SUPPORTS,Disease,DOID: 7474
REL_0243,R009,Publication,30369502,SUPPORTS,Gene,10232
REL_0244,R010,Publication,30369502,SUPPORTS,Protein,Q13421
REL_0245,R013,Publication,30369502,SUPPORTS,Disease,DOID: 7474
REL_0246,R009,Publication,20182472,SUPPORTS,Gene,794
REL_0247,R010,Publication,20182472,SUPPORTS,Protein,P22676
REL_0248,R013,Publication,20182472,SUPPORTS,Disease,DOID: 7474
REL_0249,R009,Publication,22219565,SUPPORTS,Gene,7490
REL_0250,R010,Publication,22219565,SUPPORTS,Protein,P19544
REL_0251,R013,Publication,22219565,SUPPORTS,Disease,DOID: 7474
REL_0252,R009,Publication,19632747,SUPPORTS,Gene,7422
REL_0253,R011,Publication,19632747,SUPPORTS,Pathway,hsa04370
REL_0254,R012,Publication,19632747,SUPPORTS,Drug,DB00112
REL_0255,R013,Publication,19632747,SUPPORTS,Disease,DOID: 7474
REL_0256,R009,Publication,21118883,SUPPORTS,Gene,1956
REL_0257,R010,Publication,21118883,SUPPORTS,Protein,P00533
REL_0258,R012,Publication,21118883,SUPPORTS,Drug,DB00530
REL_0259,R012,Publication,21118883,SUPPORTS,Drug,DB00317
REL_0260,R013,Publication,21118883,SUPPORTS,Disease,DOID: 7474
REL_0261,R009,Publication,25695684,SUPPORTS,Gene,4233
REL_0262,R011,Publication,25695684,SUPPORTS,Pathway,hsa04151
REL_0263,R013,Publication,25695684,SUPPORTS,Disease,DOID: 7474
REL_0264,R011,Publication,28983739,SUPPORTS,Pathway,hsa04010
REL_0265,R012,Publication,28983739,SUPPORTS,Drug,DB08865
REL_0266,R013,Publication,28983739,SUPPORTS,Disease,DOID: 7474
REL_0267,R013,Publication,22427387,SUPPORTS,Disease,DOID: 7474
REL_0268,R013,Publication,20598534,SUPPORTS,Disease,DOID: 7474
REL_0269,R009,Publication,23615617,SUPPORTS,Gene,10413
REL_0270,R010,Publication,23615617,SUPPORTS,Protein,P46937
REL_0271,R011,Publication,23615617,SUPPORTS,Pathway,hsa04390
REL_0272,R013,Publication,23615617,SUPPORTS,Disease,DOID: 7474
REL_0273,R011,Publication,31562237,SUPPORTS,Pathway,hsa04151
REL_0274,R012,Publication,31562237,SUPPORTS,Drug,DB01590
REL_0275,R013,Publication,31562237,SUPPORTS,Disease,DOID: 7474
REL_0276,R009,Publication,31421991,SUPPORTS,Gene,4771
REL_0277,R009,Publication,31421991,SUPPORTS,Gene,26524
REL_0278,R009,Publication,31421991,SUPPORTS,Gene,8314
REL_0279,R010,Publication,31421991,SUPPORTS,Protein,P46937
REL_0280,R011,Publication,31421991,SUPPORTS,Pathway,hsa04390
REL_0281,R013,Publication,31421991,SUPPORTS,Disease,DOID: 7474
REL_0282,R009,Publication,31585059,SUPPORTS,Gene,5728
REL_0283,R011,Publication,31585059,SUPPORTS,Pathway,hsa04151
REL_0284,R013,Publication,31585059,SUPPORTS,Disease,DOID: 7474
REL_0285,R011,Publication,27568061,SUPPORTS,Pathway,hsa04350
REL_0286,R013,Publication,27568061,SUPPORTS,Disease,DOID: 7474
REL_0287,R011,Publication,28040720,SUPPORTS,Pathway,hsa04310
REL_0288,R013,Publication,28040720,SUPPORTS,Disease,DOID: 7474
REL_0289,R012,Publication,15504649,SUPPORTS,Drug,DB00642
REL_0290,R012,Publication,15504649,SUPPORTS,Drug,DB00515
REL_0291,R013,Publication,15504649,SUPPORTS,Disease,DOID: 7474
REL_0292,R012,Publication,25589443,SUPPORTS,Drug,DB00958
REL_0293,R012,Publication,25589443,SUPPORTS,Drug,DB00642
REL_0294,R013,Publication,25589443,SUPPORTS,Disease,DOID: 7474
REL_0295,R009,Publication,31186014,SUPPORTS,Gene,29126
REL_0296,R009,Publication,31186014,SUPPORTS,Gene,5133
REL_0297,R012,Publication,31186014,SUPPORTS,Drug,DB09037
REL_0298,R013,Publication,31186014,SUPPORTS,Disease,DOID: 7474
REL_0299,R009,Publication,31186013,SUPPORTS,Gene,5133
REL_0300,R012,Publication,31186013,SUPPORTS,Drug,DB09035
REL_0301,R013,Publication,31186013,SUPPORTS,Disease,DOID: 7474
REL_0302,R009,Publication,29602642,SUPPORTS,Gene,1493
REL_0303,R009,Publication,29602642,SUPPORTS,Gene,5133
REL_0304,R012,Publication,29602642,SUPPORTS,Drug,DB09035
REL_0305,R012,Publication,29602642,SUPPORTS,Drug,DB06186
REL_0306,R013,Publication,29602642,SUPPORTS,Disease,DOID: 7474
REL_0307,R009,Publication,17577018,SUPPORTS,Gene,7422
REL_0308,R011,Publication,17577018,SUPPORTS,Pathway,hsa04370
REL_0309,R012,Publication,17577018,SUPPORTS,Drug,DB00112
REL_0310,R013,Publication,17577018,SUPPORTS,Disease,DOID: 7474
REL_0311,R011,Publication,31091379,SUPPORTS,Pathway,hsa04010
REL_0312,R012,Publication,31091379,SUPPORTS,Drug,DB08911
REL_0313,R013,Publication,31091379,SUPPORTS,Disease,DOID: 7474
REL_0314,R009,Publication,32459113,SUPPORTS,Gene,672
REL_0315,R009,Publication,32459113,SUPPORTS,Gene,675
REL_0316,R009,Publication,32459113,SUPPORTS,Gene,8314
REL_0317,R011,Publication,32459113,SUPPORTS,Pathway,hsa03440
REL_0318,R012,Publication,32459113,SUPPORTS,Drug,DB00276
REL_0319,R013,Publication,32459113,SUPPORTS,Disease,DOID: 7474
REL_0320,R012,Publication,29908889,SUPPORTS,Drug,DB01254
REL_0321,R013,Publication,29908889,SUPPORTS,Disease,DOID: 7474
REL_0322,R009,Publication,31900404,SUPPORTS,Gene,8314
REL_0323,R010,Publication,31900404,SUPPORTS,Protein,Q15910
REL_0324,R012,Publication,31900404,SUPPORTS,Drug,DB15046
REL_0325,R013,Publication,31900404,SUPPORTS,Disease,DOID: 7474
REL_0326,R009,Publication,32527520,SUPPORTS,Gene,7422
REL_0327,R011,Publication,32527520,SUPPORTS,Pathway,hsa04370
REL_0328,R012,Publication,32527520,SUPPORTS,Drug,DB09078
REL_0329,R013,Publication,32527520,SUPPORTS,Disease,DOID: 7474
REL_0330,R009,Publication,27589417,SUPPORTS,Gene,7422
REL_0331,R011,Publication,27589417,SUPPORTS,Pathway,hsa04010
REL_0332,R012,Publication,27589417,SUPPORTS,Drug,DB00398
REL_0333,R013,Publication,27589417,SUPPORTS,Disease,DOID: 7474
REL_0334,R009,Publication,24240119,SUPPORTS,Gene,7422
REL_0335,R011,Publication,24240119,SUPPORTS,Pathway,hsa04370
REL_0336,R012,Publication,24240119,SUPPORTS,Drug,DB06589
REL_0337,R013,Publication,24240119,SUPPORTS,Disease,DOID: 7474
REL_0338,R009,Publication,27998337,SUPPORTS,Gene,7422
REL_0339,R011,Publication,27998337,SUPPORTS,Pathway,hsa04370
REL_0340,R012,Publication,27998337,SUPPORTS,Drug,DB06626
REL_0341,R013,Publication,27998337,SUPPORTS,Disease,DOID: 7474
REL_0342,R009,Publication,31319989,SUPPORTS,Gene,5133
REL_0343,R009,Publication,31319989,SUPPORTS,Gene,29126
REL_0344,R012,Publication,31319989,SUPPORTS,Drug,DB09037
REL_0345,R012,Publication,31319989,SUPPORTS,Drug,DB09035
REL_0346,R013,Publication,31319989,SUPPORTS,Disease,DOID: 7474
REL_0347,R010,Publication,29346042,SUPPORTS,Protein,Q13421
REL_0348,R010,Publication,29346042,SUPPORTS,Protein,P15692
REL_0349,R010,Publication,29346042,SUPPORTS,Protein,P00533
REL_0350,R010,Publication,29346042,SUPPORTS,Protein,Q15116
REL_0351,R010,Publication,29346042,SUPPORTS,Protein,Q9NZQ7
REL_0352,R011,Publication,29346042,SUPPORTS,Pathway,hsa05200
REL_0353,R011,Publication,29346042,SUPPORTS,Pathway,hsa04151
REL_0354,R011,Publication,29346042,SUPPORTS,Pathway,hsa04390
REL_0355,R011,Publication,29346042,SUPPORTS,Pathway,hsa04660
REL_0356,R012,Publication,29346042,SUPPORTS,Drug,DB00642
REL_0357,R012,Publication,29346042,SUPPORTS,Drug,DB00515
REL_0358,R013,Publication,29346042,SUPPORTS,Disease,DOID: 7474
REL_0359,R009,Publication,26928227,SUPPORTS,Gene,8314
REL_0360,R009,Publication,26928227,SUPPORTS,Gene,4771
REL_0361,R009,Publication,26928227,SUPPORTS,Gene,7157
REL_0362,R009,Publication,26928227,SUPPORTS,Gene,29072
REL_0363,R010,Publication,26928227,SUPPORTS,Protein,Q99426
REL_0364,R010,Publication,26928227,SUPPORTS,Protein,P35240
REL_0365,R011,Publication,26928227,SUPPORTS,Pathway,hsa04390
REL_0366,R011,Publication,26928227,SUPPORTS,Pathway,hsa04115
REL_0367,R013,Publication,26928227,SUPPORTS,Disease,DOID: 7474
REL_0368,R009,Publication,36138075,SUPPORTS,Gene,8314
REL_0369,R009,Publication,36138075,SUPPORTS,Gene,1029
REL_0370,R009,Publication,36138075,SUPPORTS,Gene,1030
REL_0371,R009,Publication,36138075,SUPPORTS,Gene,4771
REL_0372,R009,Publication,36138075,SUPPORTS,Gene,4507
REL_0373,R009,Publication,36138075,SUPPORTS,Gene,7157
REL_0374,R009,Publication,36138075,SUPPORTS,Gene,29072
REL_0375,R010,Publication,36138075,SUPPORTS,Protein,Q99426
REL_0376,R010,Publication,36138075,SUPPORTS,Protein,P35240
REL_0377,R010,Publication,36138075,SUPPORTS,Protein,Q13126
REL_0378,R011,Publication,36138075,SUPPORTS,Pathway,hsa04390
REL_0379,R011,Publication,36138075,SUPPORTS,Pathway,hsa04115
REL_0380,R013,Publication,36138075,SUPPORTS,Disease,DOID: 7474
REL_0381,R009,Publication,35459788,SUPPORTS,Gene,8314
REL_0382,R009,Publication,35459788,SUPPORTS,Gene,4507
REL_0383,R009,Publication,35459788,SUPPORTS,Gene,7157
REL_0384,R009,Publication,35459788,SUPPORTS,Gene,4771
REL_0385,R010,Publication,35459788,SUPPORTS,Protein,Q99426
REL_0386,R010,Publication,35459788,SUPPORTS,Protein,Q13126
REL_0387,R010,Publication,35459788,SUPPORTS,Protein,P35240
REL_0388,R013,Publication,35459788,SUPPORTS,Disease,DOID: 7474
REL_0389,R009,Publication,29053210,SUPPORTS,Gene,8314
